user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
114503.8	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.67	0.95	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.67	0.95	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	72.78	11	N/A	N/A
114505.162	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.78	0.93	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.78	0.93	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.17	11	N/A	N/A
114498.81	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.78	0.92	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.78	0.92	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.17	11	N/A	N/A
114501.177	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.75	0.92	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.75	0.92	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.17	11	N/A	N/A
114499.183	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.82	0.93	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.82	0.93	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.61	11	N/A	N/A
bin.564	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	GCF_900095875.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.73	0.95	GCF_900095875.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	98.73	0.95	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	85.54	11	N/A	N/A
114501.71	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.85	0.87	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.85	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.44, 0.81; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.75, 0.89; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.46, 0.82; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.44, 0.82; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 86.94, 0.87; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 84.02, 0.75; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 84.0, 0.75; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 83.83, 0.78; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 81.27, 0.54; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.72, 0.35; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.41, 0.35; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.39, 0.35; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.34, 0.27; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.22, 0.27; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.21, 0.3; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.95, 0.23; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 78.92, 0.27; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 78.76, 0.3; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.52, 0.24; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.49, 0.18; GCF_900475595.1, s__Streptococcus uberis, 95.0, 78.07, 0.23; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 77.96, 0.16; GCF_000375505.1, s__Streptococcus mutans, 95.0, 77.58, 0.18	94.38	11	N/A	N/A
bin.702	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.83	0.85	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.83	0.85	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.25, 0.82; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.8, 0.87; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.52, 0.83; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.45, 0.81; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 87.1, 0.84; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 83.93, 0.75; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 83.83, 0.81; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 83.82, 0.74; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 81.12, 0.51; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.68, 0.35; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.56, 0.25; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.51, 0.35; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.46, 0.26; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.4, 0.26; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 79.33, 0.27; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.19, 0.36; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.91, 0.17; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 78.88, 0.25; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.34, 0.24; GCF_000375505.1, s__Streptococcus mutans, 95.0, 77.65, 0.19	95.1	11	N/A	N/A
114503.98	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.8	0.85	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.8	0.85	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.21, 0.83; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.68, 0.88; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.61, 0.81; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.44, 0.81; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 86.93, 0.85; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 84.12, 0.74; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 84.01, 0.76; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 84.0, 0.77; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 81.09, 0.59; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.72, 0.24; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.56, 0.36; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.54, 0.27; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.45, 0.35; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.43, 0.35; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.39, 0.26; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 79.29, 0.24; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 79.24, 0.27; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 79.06, 0.23; GCF_900475595.1, s__Streptococcus uberis, 95.0, 78.88, 0.22; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 78.8, 0.23; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.79, 0.26; GCF_001595425.1, s__Streptococcus iniae, 95.0, 78.53, 0.19; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 78.42, 0.22; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.35, 0.22; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 78.3, 0.23; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 78.08, 0.16; GCA_002355215.1, s__Streptococcus troglodytae, 95.0, 77.92, 0.23; GCF_000375505.1, s__Streptococcus mutans, 95.0, 77.72, 0.23	97.0	11	N/A	N/A
114500.167	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.99	0.85	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.99	0.85	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.27, 0.82; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.61, 0.87; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.47, 0.8; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.24, 0.83; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 86.93, 0.86; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 84.06, 0.73; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 83.82, 0.78; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 83.78, 0.74; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 80.97, 0.6; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.47, 0.35; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.44, 0.27; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.42, 0.36; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.42, 0.33; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.32, 0.26; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 79.22, 0.26; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.22, 0.26; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 79.05, 0.25; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 79.0, 0.24; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.73, 0.22; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 78.66, 0.22; GCF_001595425.1, s__Streptococcus iniae, 95.0, 78.57, 0.19; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 78.38, 0.17; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.36, 0.16; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 78.12, 0.24; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 77.89, 0.21; GCA_002355215.1, s__Streptococcus troglodytae, 95.0, 77.88, 0.22; GCF_000375505.1, s__Streptococcus mutans, 95.0, 77.67, 0.22	98.75	11	N/A	N/A
114499.132	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.82	0.87	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.82	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.37, 0.81; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.54, 0.88; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.38, 0.81; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.3, 0.85; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 87.1, 0.85; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 84.31, 0.73; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 84.04, 0.72; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 83.85, 0.78; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 81.21, 0.58; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.59, 0.36; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.58, 0.35; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.38, 0.26; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.36, 0.26; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.26, 0.36; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.2, 0.26; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 79.18, 0.24; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 78.97, 0.26; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.78, 0.23; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.68, 0.23; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.15, 0.16; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 78.11, 0.18; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 77.85, 0.17; GCA_002355215.1, s__Streptococcus troglodytae, 95.0, 77.81, 0.19; GCF_000375505.1, s__Streptococcus mutans, 95.0, 77.66, 0.19	95.83	11	N/A	N/A
114502.155	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.69	0.87	GCF_000187265.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	96.69	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 88.46, 0.83; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 87.82, 0.88; GCA_002393675.1, s__Streptococcus sp002393675, 95.0, 87.41, 0.85; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.4, 0.82; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 86.84, 0.86; GCF_002000985.1, s__Streptococcus gallolyticus, 96.32, 83.96, 0.8; GCF_900478025.1, s__Streptococcus pasteurianus, 96.18, 83.93, 0.77; GCF_000283635.1, s__Streptococcus macedonicus, 96.32, 83.85, 0.79; GCA_002300045.1, s__Streptococcus sp002300045, 95.0, 81.1, 0.53; GCF_001556435.1, s__Streptococcus sp001556435, 95.0, 79.51, 0.27; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 79.43, 0.37; GCF_000379985.1, s__Streptococcus caballi, 95.0, 79.42, 0.35; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 79.35, 0.28; GCF_000014485.1, s__Streptococcus thermophilus, 95.0, 79.17, 0.19; GCF_000376985.1, s__Streptococcus henryi, 95.0, 79.16, 0.37; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 79.15, 0.26; GCF_000187445.1, s__Streptococcus sp000187445, 95.0, 79.07, 0.28; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.83, 0.17; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.79, 0.17	94.11	11	N/A	N/A
114501.27	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.02	0.88	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.02	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.39	11	N/A	N/A
114503.17	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.0	0.88	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.0	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.22	11	N/A	N/A
114505.164	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	96.99	0.88	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	96.99	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.22	11	N/A	N/A
114499.64	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.03	0.88	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.03	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	95.4	11	N/A	N/A
114497.159	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.05	0.87	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.05	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.25	11	N/A	N/A
114506.62	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	96.95	0.87	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	96.95	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.37	11	N/A	N/A
bin.650	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.1	0.88	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.1	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	92.58	11	N/A	N/A
114495.6	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.19	0.89	GCF_001436025.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H mucosae	97.19	0.89	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	95.1	11	N/A	N/A
bin.153	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	GCF_900113455.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	98.97	0.93	GCF_900113455.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	98.97	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900110005.1, s__Lactobacillus_B ruminis_A, 95.0, 78.94, 0.23	97.4	11	N/A	N/A
114504.123	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	GCF_900113455.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	98.81	0.88	GCF_900113455.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	98.81	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900110005.1, s__Lactobacillus_B ruminis_A, 95.0, 79.74, 0.21	97.48	11	N/A	N/A
